STEMMING,tokenized_sents,polarity_score,polarity
che20palma ganjarpranowo baca data trend turun miskin banding jawa barat jawa timur jateng urut dibwah antar 2 prov sebut penuruan kmiskinan jadi shrusnya jago ridwan kamil khofifah yang maju capres bandung ganjar,"['che20palma', 'ganjarpranowo', 'baca', 'data', 'trend', 'turun', 'miskin', 'banding', 'jawa', 'barat', 'jawa', 'timur', 'jateng', 'urut', 'dibwah', 'antar', '2', 'prov', 'sebut', 'penuruan', 'kmiskinan', 'jadi', 'shrusnya', 'jago', 'ridwan', 'kamil', 'khofifah', 'yang', 'maju', 'capres', 'bandung', 'ganjar']",-7,-1
angka miskin kabupaten lumajang jawa timur 2022 capai 9 06 persen angka alami turun banding 2021 https t co 3cdtfqmgqz,"['angka', 'miskin', 'kabupaten', 'lumajang', 'jawa', 'timur', '2022', 'capai', '9', '06', 'persen', 'angka', 'alami', 'turun', 'banding', '2021', 'https', 't', 'co', '3cdtfqmgqz']",-9,-1
angka miskin kabupaten lumajang jawa timur 2022 capai 9 06 persen angka alami turun banding 2021 capai 10 05 persen senin 29 5 2023 lengkap https t co lemsmjrtae https t co l49tluekdt,"['angka', 'miskin', 'kabupaten', 'lumajang', 'jawa', 'timur', '2022', 'capai', '9', '06', 'persen', 'angka', 'alami', 'turun', 'banding', '2021', 'capai', '10', '05', 'persen', 'senin', '29', '5', '2023', 'lengkap', 'https', 't', 'co', 'lemsmjrtae', 'https', 't', 'co', 'l49tluekdt']",-9,-1
nawakngalam amp nawakperecana kepala bappeda kota malang kepala bappeda provinsi jawa timur rangkai giat rapat koordinasi tim koordinasi tanggulang miskin selenggara bappeda provinsi jawa timur santika hotel surabaya https t co k1mshmvklx,"['nawakngalam', 'amp', 'nawakperecana', 'kepala', 'bappeda', 'kota', 'malang', 'kepala', 'bappeda', 'provinsi', 'jawa', 'timur', 'rangkai', 'giat', 'rapat', 'koordinasi', 'tim', 'koordinasi', 'tanggulang', 'miskin', 'selenggara', 'bappeda', 'provinsi', 'jawa', 'timur', 'santika', 'hotel', 'surabaya', 'https', 't', 'co', 'k1mshmvklx']",-13,-1
rifqizuhdi281 ardhanifariz ch chotimah2 kalau tahu orang miskin pergi k lampung jawa jawa timur duduk padat maklum kalau miskin tapi bili bahan pokok juga murah lapung duduk paruh jawa jawa timur masih kemiskinanan,"['rifqizuhdi281', 'ardhanifariz', 'ch', 'chotimah2', 'kalau', 'tahu', 'orang', 'miskin', 'pergi', 'k', 'lampung', 'jawa', 'jawa', 'timur', 'duduk', 'padat', 'maklum', 'kalau', 'miskin', 'tapi', 'bili', 'bahan', 'pokok', 'juga', 'murah', 'lapung', 'duduk', 'paruh', 'jawa', 'jawa', 'timur', 'masih', 'kemiskinanan']",-18,-1
bacaleg partai perindo komitmen entas miskin kota surabaya jawa timur langkah nyata bagi gerobak perindo sindonews news https t co dmliye1ezp,"['bacaleg', 'partai', 'perindo', 'komitmen', 'entas', 'miskin', 'kota', 'surabaya', 'jawa', 'timur', 'langkah', 'nyata', 'bagi', 'gerobak', 'perindo', 'sindonews', 'news', 'https', 't', 'co', 'dmliye1ezp']",-6,-1
termos sergio fakta miskin jawa peringkat 17 nasoional jalan jawa rusak parah banjir mana buruh tukang bangun kuli sawah rantau jakarta jawa timur umkm bangga bangga wadas gimana kabar,"['termos', 'sergio', 'fakta', 'miskin', 'jawa', 'peringkat', '17', 'nasoional', 'jalan', 'jawa', 'rusak', 'parah', 'banjir', 'mana', 'buruh', 'tukang', 'bangun', 'kuli', 'sawah', 'rantau', 'jakarta', 'jawa', 'timur', 'umkm', 'bangga', 'bangga', 'wadas', 'gimana', 'kabar']",-11,-1
liput kualitas project m kali bicara fenomena kawin anak jawa timur akar miskin struktural balik politis nyaleg dapil jawa timur mustinya angkat isu program utama,"['liput', 'kualitas', 'project', 'm', 'kali', 'bicara', 'fenomena', 'kawin', 'anak', 'jawa', 'timur', 'akar', 'miskin', 'struktural', 'balik', 'politis', 'nyaleg', 'dapil', 'jawa', 'timur', 'mustinya', 'angkat', 'isu', 'program', 'utama']",-3,-1
impi kubur miskin subur korban putus sekolah kawin anak jawa timur https t co er0wqlu2eh,"['impi', 'kubur', 'miskin', 'subur', 'korban', 'putus', 'sekolah', 'kawin', 'anak', 'jawa', 'timur', 'https', 't', 'co', 'er0wqlu2eh']",-6,-1
mathur husyairi nyaleg pbb miskin jawa timur atensi pokok https t co xrjw9vvzrl,"['mathur', 'husyairi', 'nyaleg', 'pbb', 'miskin', 'jawa', 'timur', 'atensi', 'pokok', 'https', 't', 'co', 'xrjw9vvzrl']",-3,-1
miskin ekstrem jateng darat jawa ipm hdi tidak provinsi indeks bangun sehat masyarakat ipkm rendah darat jawa idm indeks desa bangun kalah jabar amp jatim angka stunting https t co uu1r0trmf5,"['miskin', 'ekstrem', 'jateng', 'darat', 'jawa', 'ipm', 'hdi', 'tidak', 'provinsi', 'indeks', 'bangun', 'sehat', 'masyarakat', 'ipkm', 'rendah', 'darat', 'jawa', 'idm', 'indeks', 'desa', 'bangun', 'kalah', 'jabar', 'amp', 'jatim', 'angka', 'stunting', 'https', 't', 'co', 'uu1r0trmf5']",-21,-1
wagub jatim turun penganghuran miskin jawa timur wagubjatim emildardak pemprovjatim wargajatim jawatimur trendingtiktok mediaindonesia indonesia viralindonesia breakingnews pesonaindonesia https t co 9bfl2ru7dv,"['wagub', 'jatim', 'turun', 'penganghuran', 'miskin', 'jawa', 'timur', 'wagubjatim', 'emildardak', 'pemprovjatim', 'wargajatim', 'jawatimur', 'trendingtiktok', 'mediaindonesia', 'indonesia', 'viralindonesia', 'breakingnews', 'pesonaindonesia', 'https', 't', 'co', '9bfl2ru7dv']",-7,-1
brebes daerah miskin ekstrem tinggi jawa bps 34 desa kategori miskin ekstrem 2021 kades fokus kelola apbdes ikut copras capres tumbuh desa tinggal desa maju,"['brebes', 'daerah', 'miskin', 'ekstrem', 'tinggi', 'jawa', 'bps', '34', 'desa', 'kategori', 'miskin', 'ekstrem', '2021', 'kades', 'fokus', 'kelola', 'apbdes', 'ikut', 'copras', 'capres', 'tumbuh', 'desa', 'tinggal', 'desa', 'maju']",-21,-1
pariwisata solusi bantu atas miskin pariwisata cipta lapang kerja kualitas buka cross kolaborasi pariwisata ekonomi kreatif bupati sumenep jawa timur achmad fauzi wongsojudo sendiri upaya tekan angka miskin https t co jbko7rictw,"['pariwisata', 'solusi', 'bantu', 'atas', 'miskin', 'pariwisata', 'cipta', 'lapang', 'kerja', 'kualitas', 'buka', 'cross', 'kolaborasi', 'pariwisata', 'ekonomi', 'kreatif', 'bupati', 'sumenep', 'jawa', 'timur', 'achmad', 'fauzi', 'wongsojudo', 'sendiri', 'upaya', 'tekan', 'angka', 'miskin', 'https', 't', 'co', 'jbko7rictw']",-9,-1
data bps jawa timur angka miskin kabupaten sumenep 2022 sisa 18 76 turun ketimbang 2021 capai 20 51 https t co zynhzr1av9,"['data', 'bps', 'jawa', 'timur', 'angka', 'miskin', 'kabupaten', 'sumenep', '2022', 'sisa', '18', '76', 'turun', 'ketimbang', '2021', 'capai', '20', '51', 'https', 't', 'co', 'zynhzr1av9']",-15,-1
miskin jawa timur bumd perban https t co xopjtidico,"['miskin', 'jawa', 'timur', 'bumd', 'perban', 'https', 't', 'co', 'xopjtidico']",-8,-1
brebes jateng daerah miskin ekstrem tiga darat jawa brebes daerah miskin ekstrem tinggi provinsi jawa 10 11 darat jawa brebes daerah miskin ekstrem bangkal jatim 12 25 sumenap jatim https t co 3oypw1zgr2,"['brebes', 'jateng', 'daerah', 'miskin', 'ekstrem', 'tiga', 'darat', 'jawa', 'brebes', 'daerah', 'miskin', 'ekstrem', 'tinggi', 'provinsi', 'jawa', '10', '11', 'darat', 'jawa', 'brebes', 'daerah', 'miskin', 'ekstrem', 'bangkal', 'jatim', '12', '25', 'sumenap', 'jatim', 'https', 't', 'co', '3oypw1zgr2']",-30,-1
jelli cent ganjarpranowo pdi juang jateng jalan rusak kena bencana miskin warga tingkat gubernur joging jakarta jawa barat jawa timur jateng tidak jalan nyaman untuk joging kale ya https t co zhmibz6px3,"['jelli', 'cent', 'ganjarpranowo', 'pdi', 'juang', 'jateng', 'jalan', 'rusak', 'kena', 'bencana', 'miskin', 'warga', 'tingkat', 'gubernur', 'joging', 'jakarta', 'jawa', 'barat', 'jawa', 'timur', 'jateng', 'tidak', 'jalan', 'nyaman', 'untuk', 'joging', 'kale', 'ya', 'https', 't', 'co', 'zhmibz6px3']",-14,-1
panca126 munir timur miskin jawa tanggulang,"['panca126', 'munir', 'timur', 'miskin', 'jawa', 'tanggulang']",-3,-1
perintah kabupaten bojonegoro kontribusi upaya turun angka miskin daerah dasar data bps provinsi jawa timur kabupaten bojonegoro urut 2 tinggi jawa timur persentase turun miskin uru https t co 1dmnpsdfaq,"['perintah', 'kabupaten', 'bojonegoro', 'kontribusi', 'upaya', 'turun', 'angka', 'miskin', 'daerah', 'dasar', 'data', 'bps', 'provinsi', 'jawa', 'timur', 'kabupaten', 'bojonegoro', 'urut', '2', 'tinggi', 'jawa', 'timur', 'persentase', 'turun', 'miskin', 'uru', 'https', 't', 'co', '1dmnpsdfaq']",-19,-1
janggal harta kaya bupati sampang harta kaya bupati sampang banding balik dengan kondisi miskin kab sampang bahwa 217 970 duduk yang hidup bawah garis miskin kenal bagai kantung miskin jawa timur kpk tidak curiga https t co dregtqikah,"['janggal', 'harta', 'kaya', 'bupati', 'sampang', 'harta', 'kaya', 'bupati', 'sampang', 'banding', 'balik', 'dengan', 'kondisi', 'miskin', 'kab', 'sampang', 'bahwa', '217', '970', 'duduk', 'yang', 'hidup', 'bawah', 'garis', 'miskin', 'kenal', 'bagai', 'kantung', 'miskin', 'jawa', 'timur', 'kpk', 'tidak', 'curiga', 'https', 't', 'co', 'dregtqikah']",-39,-1
level pra pandemi jawa timur syukur angka miskin desa rendah pra pandemi progres desa emil lengkap https t co 0ll8141cef,"['level', 'pra', 'pandemi', 'jawa', 'timur', 'syukur', 'angka', 'miskin', 'desa', 'rendah', 'pra', 'pandemi', 'progres', 'desa', 'emil', 'lengkap', 'https', 't', 'co', '0ll8141cef']",-16,-1
miskin anggur jawa timur fokus kerja rumah pr perintah khofifah indar parawansa emil elestianto dardak pimpin provinsi jawa timur nyata wakil gubernur jatim emil elestianto dardak,"['miskin', 'anggur', 'jawa', 'timur', 'fokus', 'kerja', 'rumah', 'pr', 'perintah', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pimpin', 'provinsi', 'jawa', 'timur', 'nyata', 'wakil', 'gubernur', 'jatim', 'emil', 'elestianto', 'dardak']",-6,-1
munir timur miduk17 aniesbaswedan tinggi ump jakarta tidak banding dengan keluar hidup warga angka miskin tambah warga bahagia rendah ump jateng sesuai dengan keluar hidup warga angka miskin turun indeks bahagia warga jawa roket,"['munir', 'timur', 'miduk17', 'aniesbaswedan', 'tinggi', 'ump', 'jakarta', 'tidak', 'banding', 'dengan', 'keluar', 'hidup', 'warga', 'angka', 'miskin', 'tambah', 'warga', 'bahagia', 'rendah', 'ump', 'jateng', 'sesuai', 'dengan', 'keluar', 'hidup', 'warga', 'angka', 'miskin', 'turun', 'indeks', 'bahagia', 'warga', 'jawa', 'roket']",-19,-1
miskin penggangguran jawa timur akar ujung sebut fokus pr perintah khofifah emil dardak doktordoevebiliyoruz maythe4thbewithyou jennie missuniversephilippines hbdsouthqueentrisha 4mei https t co fg6teztuow,"['miskin', 'penggangguran', 'jawa', 'timur', 'akar', 'ujung', 'sebut', 'fokus', 'pr', 'perintah', 'khofifah', 'emil', 'dardak', 'doktordoevebiliyoruz', 'maythe4thbewithyou', 'jennie', 'missuniversephilippines', 'hbdsouthqueentrisha', '4mei', 'https', 't', 'co', 'fg6teztuow']",-8,-1
miskin anggur jawa timur fokus kerja rumah pr perintah khofifah indar parawansa emil elestianto dardak pimpin provinsi jawa timur emildardak wagubjatim jawatimur trending lengkap https t co 6ziie82fva,"['miskin', 'anggur', 'jawa', 'timur', 'fokus', 'kerja', 'rumah', 'pr', 'perintah', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pimpin', 'provinsi', 'jawa', 'timur', 'emildardak', 'wagubjatim', 'jawatimur', 'trending', 'lengkap', 'https', 't', 'co', '6ziie82fva']",-9,-1
bupati kampung madura dengan program hasil jadi sumenep bagai kab yang raih prestasi umk sumenep tinggi madura angka miskin turun drastis hasil achmadfauzi wy sumenep madura madura jawa timur https t co ye8nplmbne,"['bupati', 'kampung', 'madura', 'dengan', 'program', 'hasil', 'jadi', 'sumenep', 'bagai', 'kab', 'yang', 'raih', 'prestasi', 'umk', 'sumenep', 'tinggi', 'madura', 'angka', 'miskin', 'turun', 'drastis', 'hasil', 'achmadfauzi', 'wy', 'sumenep', 'madura', 'madura', 'jawa', 'timur', 'https', 't', 'co', 'ye8nplmbne']",-4,-1
munir timur warga jateng falsafah jawa yang kuat urus dunia jawab hadap mereka yang mempolitisir miskin prett mereka,"['munir', 'timur', 'warga', 'jateng', 'falsafah', 'jawa', 'yang', 'kuat', 'urus', 'dunia', 'jawab', 'hadap', 'mereka', 'yang', 'mempolitisir', 'miskin', 'prett', 'mereka']",-19,-1
memejamkanmata catreonot kalau bilang sunda males jawa males data bps jogjakarta provinsi miskin pulang jawa jawa timur miskin nya buanyak 4 236 juta orang jabar 4 05 juta turun populasi banyak jabar jatim 55 22 ribu orang,"['memejamkanmata', 'catreonot', 'kalau', 'bilang', 'sunda', 'males', 'jawa', 'males', 'data', 'bps', 'jogjakarta', 'provinsi', 'miskin', 'pulang', 'jawa', 'jawa', 'timur', 'miskin', 'nya', 'buanyak', '4', '236', 'juta', 'orang', 'jabar', '4', '05', 'juta', 'turun', 'populasi', 'banyak', 'jabar', 'jatim', '55', '22', 'ribu', 'orang']",-14,-1
yoga28303377 munir timur turut turun miskin jawa turun anak cucu,"['yoga28303377', 'munir', 'timur', 'turut', 'turun', 'miskin', 'jawa', 'turun', 'anak', 'cucu']",-12,-1
fyi tweps provinsi jawa timur salah tujuh provinsi jadi pilot project program cepat entas miskin ekstrem indonesia berhakhiduplayak lawan miskin,"['fyi', 'tweps', 'provinsi', 'jawa', 'timur', 'salah', 'tujuh', 'provinsi', 'jadi', 'pilot', 'project', 'program', 'cepat', 'entas', 'miskin', 'ekstrem', 'indonesia', 'berhakhiduplayak', 'lawan', 'miskin']",-22,-1
maksimal rancang rancang program kerja milik bakorwil inovasi proses upaya entas miskin kurang angka pengaangguran jawa timur dprdjatim dprd jatim kunker umkmjatim ekonomijatim,"['maksimal', 'rancang', 'rancang', 'program', 'kerja', 'milik', 'bakorwil', 'inovasi', 'proses', 'upaya', 'entas', 'miskin', 'kurang', 'angka', 'pengaangguran', 'jawa', 'timur', 'dprdjatim', 'dprd', 'jatim', 'kunker', 'umkmjatim', 'ekonomijatim']",-2,-1
munir timur pada tani jawa era orba revolusi hijau bilang kerja keras rajin ulet hemat data statistik sebut tkt miskin maka sebab bijak perintah set4 daya tani pasar,"['munir', 'timur', 'pada', 'tani', 'jawa', 'era', 'orba', 'revolusi', 'hijau', 'bilang', 'kerja', 'keras', 'rajin', 'ulet', 'hemat', 'data', 'statistik', 'sebut', 'tkt', 'miskin', 'maka', 'sebab', 'bijak', 'perintah', 'set4', 'daya', 'tani', 'pasar']",-5,-1
munir timur era 80 an debat kalang ekonom amp ilmu sosial miskin jawa sebab faktor budaya cultural poverty faktor miskin struktural budaya miskin taut dengan fatalisme malas konform tiada jaring sosial miskin struktural,"['munir', 'timur', 'era', '80', 'an', 'debat', 'kalang', 'ekonom', 'amp', 'ilmu', 'sosial', 'miskin', 'jawa', 'sebab', 'faktor', 'budaya', 'cultural', 'poverty', 'faktor', 'miskin', 'struktural', 'budaya', 'miskin', 'taut', 'dengan', 'fatalisme', 'malas', 'konform', 'tiada', 'jaring', 'sosial', 'miskin', 'struktural']",-19,-1
tan mar3m jawa bikin miskin belah timur kendali tipu miskin dekat kufur coba maha nkri nahdlatululama,"['tan', 'mar3m', 'jawa', 'bikin', 'miskin', 'belah', 'timur', 'kendali', 'tipu', 'miskin', 'dekat', 'kufur', 'coba', 'maha', 'nkri', 'nahdlatululama']",-18,-1
10 daerah sumbang tinggi miskin jawa timur 2022 https t co f1zfy8y1ag,"['10', 'daerah', 'sumbang', 'tinggi', 'miskin', 'jawa', 'timur', '2022', 'https', 't', 'co', 'f1zfy8y1ag']",-8,-1
munir timur miskin bodoh mudah sogok pakai amplop sebab puruk jawa,"['munir', 'timur', 'miskin', 'bodoh', 'mudah', 'sogok', 'pakai', 'amplop', 'sebab', 'puruk', 'jawa']",-2,-1
kalau pakai sumber data yang cnbc garus miskin jakarta 2x garis miskin jawa timur september 2022 garis kemisikinan jakarta nila 773 370 kapita bulan https t co ilehmlduwp,"['kalau', 'pakai', 'sumber', 'data', 'yang', 'cnbc', 'garus', 'miskin', 'jakarta', '2x', 'garis', 'miskin', 'jawa', 'timur', 'september', '2022', 'garis', 'kemisikinan', 'jakarta', 'nila', '773', '370', 'kapita', 'bulan', 'https', 't', 'co', 'ilehmlduwp']",-24,-1
munir timur lihat ya pas jabat tidak nurunin miskin jawa jakarta tuh duduk ya juga beda,"['munir', 'timur', 'lihat', 'ya', 'pas', 'jabat', 'tidak', 'nurunin', 'miskin', 'jawa', 'jakarta', 'tuh', 'duduk', 'ya', 'juga', 'beda']",-9,-1
jurigngariwig rfgl88 munir timur aniesbaswedan ganjarpranowo salah ganjar jateng prov miskin pulau jawa berpuluh2 yang ganjar jabat miskin jateng turun jurig unyillll,"['jurigngariwig', 'rfgl88', 'munir', 'timur', 'aniesbaswedan', 'ganjarpranowo', 'salah', 'ganjar', 'jateng', 'prov', 'miskin', 'pulau', 'jawa', 'berpuluh2', 'yang', 'ganjar', 'jabat', 'miskin', 'jateng', 'turun', 'jurig', 'unyillll']",-20,-1
munir timur mimpin ibukota apbd yang wilayah yang banding jawa tapi angka miskin dki bawah pimpin anis alami naik,"['munir', 'timur', 'mimpin', 'ibukota', 'apbd', 'yang', 'wilayah', 'yang', 'banding', 'jawa', 'tapi', 'angka', 'miskin', 'dki', 'bawah', 'pimpin', 'anis', 'alami', 'naik']",-17,-1
ginanjarfindana kigundulg munir timur jhonnisinaga20 aniesbaswedan data bps pimpin ganjar pranowo miskin jawa turun data bps pimpin anies baswedan miskin jakarta begitu aza kok repot,"['ginanjarfindana', 'kigundulg', 'munir', 'timur', 'jhonnisinaga20', 'aniesbaswedan', 'data', 'bps', 'pimpin', 'ganjar', 'pranowo', 'miskin', 'jawa', 'turun', 'data', 'bps', 'pimpin', 'anies', 'baswedan', 'miskin', 'jakarta', 'begitu', 'aza', 'kok', 'repot']",-21,-1
chintya97475081 munir timur jateng turun miskin prestadi ganjar lapang kerja jawa umr rantau tki bawa sejahtera coba cek tki jateng,"['chintya97475081', 'munir', 'timur', 'jateng', 'turun', 'miskin', 'prestadi', 'ganjar', 'lapang', 'kerja', 'jawa', 'umr', 'rantau', 'tki', 'bawa', 'sejahtera', 'coba', 'cek', 'tki', 'jateng']",-7,-1
bachrum achmadi ilmiah nya jawa jalan rusak miskin alir percaya religius begitu kali kalau jawa timur religius,"['bachrum', 'achmadi', 'ilmiah', 'nya', 'jawa', 'jalan', 'rusak', 'miskin', 'alir', 'percaya', 'religius', 'begitu', 'kali', 'kalau', 'jawa', 'timur', 'religius']",-5,-1
islah bahrawi hubung dengan afganistan cocok suruh tinggal d jawa jawa timur sj dsna agama d jadi komoditas politik pelihara kebodoham miskin suara bisa d beli ormas agama kuasa politik,"['islah', 'bahrawi', 'hubung', 'dengan', 'afganistan', 'cocok', 'suruh', 'tinggal', 'd', 'jawa', 'jawa', 'timur', 'sj', 'dsna', 'agama', 'd', 'jadi', 'komoditas', 'politik', 'pelihara', 'kebodoham', 'miskin', 'suara', 'bisa', 'd', 'beli', 'ormas', 'agama', 'kuasa', 'politik']",-13,-1
munir timur tambah lagi variabel jateng yang miskin turun tapi stunting tinggi darat jawa stunting miskin variabel linier tidak linier ngaco,"['munir', 'timur', 'tambah', 'lagi', 'variabel', 'jateng', 'yang', 'miskin', 'turun', 'tapi', 'stunting', 'tinggi', 'darat', 'jawa', 'stunting', 'miskin', 'variabel', 'linier', 'tidak', 'linier', 'ngaco']",-23,-1
munir timur pandemi covid 19 2020 2021 angka miskin jawa alami naik 2020 angka miskin angka 3 98 juta jiwa 2021 4 10 juta jiwa 2022 angka hasil turun 3 83 juta jiwa,"['munir', 'timur', 'pandemi', 'covid', '19', '2020', '2021', 'angka', 'miskin', 'jawa', 'alami', 'naik', '2020', 'angka', 'miskin', 'angka', '3', '98', 'juta', 'jiwa', '2021', '4', '10', 'juta', 'jiwa', '2022', 'angka', 'hasil', 'turun', '3', '83', 'juta', 'jiwa']",-10,-1
munir timur polisi sebut 8 000 ribu kepala keluarga dampak banjir rob terjang labuh tanjung emas semarang mei 2022 4 angka miskin miskin sektor sorot pimpin ganjar gubernur jawa,"['munir', 'timur', 'polisi', 'sebut', '8', '000', 'ribu', 'kepala', 'keluarga', 'dampak', 'banjir', 'rob', 'terjang', 'labuh', 'tanjung', 'emas', 'semarang', 'mei', '2022', '4', 'angka', 'miskin', 'miskin', 'sektor', 'sorot', 'pimpin', 'ganjar', 'gubernur', 'jawa']",-10,-1
munir timur pr ganjar pranowo jateng konflik wadas miskin utas gubernur jawa ganjar pranowo resmi didapuk calon presiden capres milu 2024 pdi juang pdip jabat gubernur https t co owe86bwgvr,"['munir', 'timur', 'pr', 'ganjar', 'pranowo', 'jateng', 'konflik', 'wadas', 'miskin', 'utas', 'gubernur', 'jawa', 'ganjar', 'pranowo', 'resmi', 'didapuk', 'calon', 'presiden', 'capres', 'milu', '2024', 'pdi', 'juang', 'pdip', 'jabat', 'gubernur', 'https', 't', 'co', 'owe86bwgvr']",5,1
musyawarah rencana bangun kerja perintah daerah rkpd provinsi jawa timur bahas poin target pencampaian 2024 sektor koreksi miskin ekonomi pulih covid 19 https t co auezatz4jw,"['musyawarah', 'rencana', 'bangun', 'kerja', 'perintah', 'daerah', 'rkpd', 'provinsi', 'jawa', 'timur', 'bahas', 'poin', 'target', 'pencampaian', '2024', 'sektor', 'koreksi', 'miskin', 'ekonomi', 'pulih', 'covid', '19', 'https', 't', 'co', 'auezatz4jw']",-4,-1
gubernur khofifah tekan prioritas bangun rkpd provinsi jawa timur 2024 didik kualitas tingkat layan sehat cepat turun miskin turun stunting sakit,"['gubernur', 'khofifah', 'tekan', 'prioritas', 'bangun', 'rkpd', 'provinsi', 'jawa', 'timur', '2024', 'didik', 'kualitas', 'tingkat', 'layan', 'sehat', 'cepat', 'turun', 'miskin', 'turun', 'stunting', 'sakit']",-8,-1
sesuai arah presiden ri menteri pan ribu azwar anas kantor bpsdm jawa timur ubah roadmap birokrasi fokus 4 prioritas tanggulang miskin tingkat investasi https t co l8qdxkp3mf,"['sesuai', 'arah', 'presiden', 'ri', 'menteri', 'pan', 'ribu', 'azwar', 'anas', 'kantor', 'bpsdm', 'jawa', 'timur', 'ubah', 'roadmap', 'birokrasi', 'fokus', '4', 'prioritas', 'tanggulang', 'miskin', 'tingkat', 'investasi', 'https', 't', 'co', 'l8qdxkp3mf']",2,1
ryawiedy berantas sungai jawa timur maksud miskin sulit temu sungai berantas,"['ryawiedy', 'berantas', 'sungai', 'jawa', 'timur', 'maksud', 'miskin', 'sulit', 'temu', 'sungai', 'berantas']",-1,-1
bupati baddrut belenggu miskin pamekasan news pamekasan rabu 5 april 2023 bupati pamekasan madura jawa timur the post bupati baddrut belenggu miskin pamekasan appeared first on news https t co coiobojhzo https t co el4gdh38na,"['bupati', 'baddrut', 'belenggu', 'miskin', 'pamekasan', 'news', 'pamekasan', 'rabu', '5', 'april', '2023', 'bupati', 'pamekasan', 'madura', 'jawa', 'timur', 'the', 'post', 'bupati', 'baddrut', 'belenggu', 'miskin', 'pamekasan', 'appeared', 'first', 'on', 'news', 'https', 't', 'co', 'coiobojhzo', 'https', 't', 'co', 'el4gdh38na']",-16,-1
jurus bupati fauzi belenggu miskin sumenep news sumenep selasa 4 april 2023 bupati sumenep madura jawa timur the post jurus bupati fauzi belenggu miskin sumenep appeared first on news https t co k40yilnaqs https t co ol8dim58wh,"['jurus', 'bupati', 'fauzi', 'belenggu', 'miskin', 'sumenep', 'news', 'sumenep', 'selasa', '4', 'april', '2023', 'bupati', 'sumenep', 'madura', 'jawa', 'timur', 'the', 'post', 'jurus', 'bupati', 'fauzi', 'belenggu', 'miskin', 'sumenep', 'appeared', 'first', 'on', 'news', 'https', 't', 'co', 'k40yilnaqs', 'https', 't', 'co', 'ol8dim58wh']",-16,-1
sempat hadap gubernur jawa timur bupati sumenep achmadfauzi wy beber upaya entas miskin wilayah salah satu maksimal badan amil zakat nasional baznas https t co jwkia7jja4,"['sempat', 'hadap', 'gubernur', 'jawa', 'timur', 'bupati', 'sumenep', 'achmadfauzi', 'wy', 'beber', 'upaya', 'entas', 'miskin', 'wilayah', 'salah', 'satu', 'maksimal', 'badan', 'amil', 'zakat', 'nasional', 'baznas', 'https', 't', 'co', 'jwkia7jja4']",-9,-1
bupati sumenep kolaborasi baznas turun angka miskin news sumenep minggu 2 april 2023 bupati sumenep madura jawa timur the post bupati sumenep kolaborasi baznas turun angka miskin appeared first https t co axmoxcimy7 https t co qoevyqsgu7,"['bupati', 'sumenep', 'kolaborasi', 'baznas', 'turun', 'angka', 'miskin', 'news', 'sumenep', 'minggu', '2', 'april', '2023', 'bupati', 'sumenep', 'madura', 'jawa', 'timur', 'the', 'post', 'bupati', 'sumenep', 'kolaborasi', 'baznas', 'turun', 'angka', 'miskin', 'appeared', 'first', 'https', 't', 'co', 'axmoxcimy7', 'https', 't', 'co', 'qoevyqsgu7']",-14,-1
hadap gubenur jawa timur bupati fauzi kan langkah taktis turun angka miskin sumenep memo online https t co 8h8fpd488o,"['hadap', 'gubenur', 'jawa', 'timur', 'bupati', 'fauzi', 'kan', 'langkah', 'taktis', 'turun', 'angka', 'miskin', 'sumenep', 'memo', 'online', 'https', 't', 'co', '8h8fpd488o']",-3,-1
jawa timur provinsi tinggi hasil turun angka miskin indonesia susul jawa urut https t co shjtokp9tu,"['jawa', 'timur', 'provinsi', 'tinggi', 'hasil', 'turun', 'angka', 'miskin', 'indonesia', 'susul', 'jawa', 'urut', 'https', 't', 'co', 'shjtokp9tu']",-3,-1
rancu takkala dana hibah solusi entas miskin pulau madura sumbang terbeaar miskin wilayah jawa timur statement dari bupati sumenep achmadfauzi wy salur dana hibah jatim komunikasi https t co 1bbrfedauu,"['rancu', 'takkala', 'dana', 'hibah', 'solusi', 'entas', 'miskin', 'pulau', 'madura', 'sumbang', 'terbeaar', 'miskin', 'wilayah', 'jawa', 'timur', 'statement', 'dari', 'bupati', 'sumenep', 'achmadfauzi', 'wy', 'salur', 'dana', 'hibah', 'jatim', 'komunikasi', 'https', 't', 'co', '1bbrfedauu']",0,0
malam minggu intip dana hibah jawa timur miskin madura sumbang jawa timur simpang dana hibah buka 3 korupsi data terima dana hibah tidak loh lantas dikemanain https t co oefz5etuvm,"['malam', 'minggu', 'intip', 'dana', 'hibah', 'jawa', 'timur', 'miskin', 'madura', 'sumbang', 'jawa', 'timur', 'simpang', 'dana', 'hibah', 'buka', '3', 'korupsi', 'data', 'terima', 'dana', 'hibah', 'tidak', 'loh', 'lantas', 'dikemanain', 'https', 't', 'co', 'oefz5etuvm']",0,0
